Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
02-08-2014,17,25.4,20.8,83,0,8.9,2,310,0,N 
03-08-2014,17,26,20.7,89,2.8,6,3,330,1,N 
04-08-2014,18,25.1,20.7,91,7.4,4.2,3,320,1,N 
05-08-2014,17,27.8,21.9,82,59,4.8,3,100,1,N 
06-08-2014,19,27,23.1,73,0,6.7,2,30,1,E 
07-08-2014,17,26.6,21.8,83,0,8.8,2,340,0,N 
08-08-2014,17,26.7,21.2,83,0,8.8,2,320,0,N 
09-08-2014,18,27.9,21.8,81,0,5.3,3,310,1,N 
10-08-2014,17,26,20.8,87,0,7.2,2,270,0,N 
11-08-2014,18,24.2,20.1,95,10.4,3,2,170,0,N 
12-08-2014,17,24.8,19.9,89,24.2,2.3,3,340,1,N 
13-08-2014,17,26,20.6,89,35.3,4.2,2,330,0,N 
14-08-2014,16,25.2,20.6,85,0.3,5.7,2,280,0,N 
15-08-2014,17,25.6,20.7,89,9,5.4,2,330,0,N 
16-08-2014,17,25.4,20.8,83,0.2,4.8,3,320,0,N 
17-08-2014,17,26.4,20.7,82,0,6.2,3,320,1,N 
18-08-2014,17,25,20.4,83,0,7,3,300,0,N 
19-08-2014,17,25.3,20.6,81,0,4.2,2,320,1,N 
20-08-2014,17,26.6,20.2,78,0,5.2,3,320,1,N 
21-08-2014,16,26.2,20.8,84,9.8,7.6,2,330,0,N 
22-08-2014,17,27.8,21.9,77,0.3,6,2,250,0,N 
23-08-2014,18,27.2,21.9,86,0,9.1,2,320,0,N 
24-08-2014,18,25.4,20.9,90,6,6.1,2,310,0,N 
25-08-2014,18,25.8,21.2,87,5.4,3.8,3,320,0,N 
26-08-2014,17,26,20.5,86,23.8,3.9,4,330,1,N 
27-08-2014,16,25.8,20.6,85,2.2,6.7,2,320,0,N 
28-08-2014,17,25.6,19.9,83,0,5.7,3,330,1,N 
29-08-2014,17,24.6,19.9,92,26.5,4.4,2,280,0,N 
30-08-2014,17,25.2,20.6,84,26.9,3.2,3,330,1,N 
31-08-2014,17,25.7,20.8,87,0.3,4.1,3,320,0,N 
01-09-2014,17,25.2,20.7,90,0,6.1,2,300,0,N 
02-09-2014,17,26.8,21.5,87,0.8,3,3,320,1,N 
03-09-2014,17,27.4,21.9,83,0,5.4,3,330,1,N 
04-09-2014,17,26.8,21.2,78,0,7.6,2,330,0,N 
05-09-2014,17,27.2,20.8,68,0,4.4,2,300,0,N 
06-09-2014,17,25.6,21,83,0,7.4,2,310,0,N 
07-09-2014,17,28,22.3,82,0,7.2,2,50,0,N 
08-09-2014,17,26.4,21.1,82,0,6.7,2,300,0,N 
09-09-2014,18,26.8,21.8,77,0,5.8,2,290,0,N 
10-09-2014,17,26.8,20.9,81,0,5.5,3,270,1,N 
11-09-2014,17,26.8,20.6,80,0,7,3,320,1,N 
12-09-2014,17,27.6,21.5,77,0,6.1,3,280,0,N 
13-09-2014,17,26.4,21.1,81,0,6.6,2,110,0,N 
14-09-2014,17,27.8,21.4,78,0,8,2,280,0,N 
15-09-2014,17,26.6,21,72,0,8.6,2,300,0,N 
16-09-2014,16,27.6,21,69,0,6.5,2,250,0,N 
17-09-2014,17,27.7,21.8,73,0,7.6,2,300,0,N 
18-09-2014,17,28.9,22.7,74,0,9.6,3,40,1,N 
19-09-2014,19,28.6,23.7,72,0,9.2,2,40,0,N 
20-09-2014,19,25.4,21.1,88,0,6.6,2,300,0,N 
21-09-2014,17,27.6,21.3,82,32.4,3.6,2,320,0,N 
22-09-2014,17,27.2,22,69,0,8.5,3,160,1,N 
23-09-2014,16,27.7,21.8,72,0,8.9,4,60,1,N 
24-09-2014,17,29,22.9,58,0,9.2,4,60,1,N 
25-09-2014,18,26.6,21.6,74,0,9.7,3,280,0,N 
26-09-2014,17,26.8,21,65,0,5.4,1,60,0,N 
27-09-2014,16,28,21.6,62,0,6.6,2,260,0,N 
28-09-2014,17,27.2,21.8,73,0,8,2,260,0,N 
29-09-2014,17,27.4,21.1,87,0,5.9,3,320,1,N 
30-09-2014,17,27,21.2,79,0.4,6.4,3,320,0,N 
01-10-2014,18,25.7,21.1,84,0,5.6,2,310,1,N 
02-10-2014,18,26.4,21.3,85,0,3.8,2,310,0,N 
03-10-2014,18,26.7,21.2,82,0,4.8,2,260,0,N 
04-10-2014,18,27.6,21.9,76,0,4.9,2,90,0,N 
05-10-2014,18,26.7,20.9,78,0,7,0,320,0,N 
06-10-2014,18,25,20.6,83,8888,5.4,2,310,0,N 
07-10-2014,18,27.4,21.9,77,0,0.7,2,330,0,N 
08-10-2014,18,27.2,21.2,83,2.5,3.9,3,310,1,N 
09-10-2014,16,28.1,22.3,72,5.9,1.5,3,290,1,N 
10-10-2014,17,29.4,22,66,0,7.1,4,50,1,N 
11-10-2014,17,31,23.8,61,0,8.4,3,60,0,N 
12-10-2014,18,27.8,22.7,76,0,8,1,310,0,N 
13-10-2014,17,27.5,21.5,82,0,6,3,300,0,N 
14-10-2014,19,26.6,21.5,87,14.3,4.5,3,310,1,N 
15-10-2014,19,26.1,20.9,89,0,2.3,2,320,0,N 
16-10-2014,19,28.5,22.4,85,18.8,3.9,3,80,1,N 
17-10-2014,18,28.4,21.7,85,0.4,7.4,2,330,1,N 
18-10-2014,18,29.1,23.1,76,0,8.4,3,70,1,N 
19-10-2014,18,28,22.3,79,0,6.3,2,310,0,N 
20-10-2014,19,28.4,22.9,75,0,3.8,2,40,1,N 
21-10-2014,19,27.9,22.7,78,0,7.6,3,80,1,N 
22-10-2014,19,27.6,22.7,80,0,4.7,2,20,1,W 
23-10-2014,17,25.4,20.9,88,5.3,5.9,2,330,0,N 
24-10-2014,17,27.4,21.6,84,10.5,3.3,3,320,1,N 
25-10-2014,17,27.2,21.2,85,0.3,6.1,1,300,0,N 
26-10-2014,18,27.4,21.9,87,9.5,5.4,2,120,0,N 
27-10-2014,17,27.2,20.9,90,21.5,4.9,4,320,1,N 
28-10-2014,18,26.1,21.4,84,0,7,2,280,0,N 
29-10-2014,19,25.4,21,88,0.2,4.1,4,320,0,N 
30-10-2014,19,26,21.8,88,5,3.4,1,50,0,N 
31-10-2014,18,25.8,24.1,86,0,1.2,0,100,0,N 
01-11-2014,19,27.6,22.7,84,26,3.4,2,210,0,N 
02-11-2014,19,28.4,22.5,81,0.8,6.9,3,320,1,N 
03-11-2014,19,28,22.4,84,26,7.2,3,40,1,N 
04-11-2014,18,27.6,22.5,82,0,7.7,3,40,0,N 
05-11-2014,19,25.9,21.5,89,41,7.6,2,300,1,N 
06-11-2014,18,26.7,21.4,85,3.6,0,2,290,0,N 
07-11-2014,19,24.2,20.6,92,6.9,7.3,2,300,0,N 
08-11-2014,18,26.8,20.2,89,0.3,0.7,2,310,0,N 
09-11-2014,19,25.8,21.6,89,20.8,3.5,2,340,0,N 
10-11-2014,18,26.5,21.6,88,11.1,3.7,2,270,0,N 
11-11-2014,18,23.5,20.1,96,50,4.5,2,350,0,N 
12-11-2014,19,26.4,21.8,86,25.8,0.6,3,280,1,N 
13-11-2014,18,24.7,20.3,88,33.4,4.1,2,280,0,N 
14-11-2014,18,24.2,21.1,90,49.6,3.1,2,300,0,N 
15-11-2014,19,26.8,22.3,82,0.2,1.2,2,330,0,N 
16-11-2014,19,25.8,21.6,88,0,6.5,2,290,0,N 
17-11-2014,18,24.8,20.8,92,49.3,2.1,2,310,0,N 
18-11-2014,18,24.1,20.2,95,35.9,2.4,2,350,0,N 
19-11-2014,19,25.9,21.1,91,2,1.8,3,310,0,N 
20-11-2014,19,26.8,22.5,85,86.5,4.6,3,80,1,N 
21-11-2014,19,27,21.8,90,0,6.7,2,320,0,N 
22-11-2014,18,26.6,21.5,89,1,3,2,340,1,N 
23-11-2014,18,28.4,22.3,85,1.3,6.1,3,50,0,N 
24-11-2014,19,25.5,20.9,91,5.7,7.3,2,290,1,N 
25-11-2014,19,25.8,20.8,92,17.9,3.3,2,360,0,N 
26-11-2014,19,25.6,20.8,93,27.5,4.9,2,330,0,N 
27-11-2014,19,28.2,22.2,86,6.8,1.8,3,320,0,N 
28-11-2014,19,26.2,20.8,89,8888,6.5,2,320,0,N 
29-11-2014,19,25.6,21.4,88,3.9,3.1,2,310,0,N 
30-11-2014,19,25.5,21.9,82,15,1.7,2,230,1,N 
01-12-2014,19,28.5,23.1,74,0,0.8,2,40,0,N 
02-12-2014,19,24.6,20.8,89,0,2.3,2,30,0,N 
03-12-2014,19,26,21.1,88,0.4,0,1,350,0,N 
04-12-2014,18,25.8,21.6,86,8888,3.2,3,290,0,N 
05-12-2014,19,24.8,21,90,0,0.6,2,10,0,N 
06-12-2014,18,25.9,21.2,88,2.7,0.3,2,300,0,N 
07-12-2014,18,25,20.6,90,3.3,0.8,2,160,0,N 
08-12-2014,19,25.2,21.2,89,3,,2,290,0,N 
09-12-2014,20,24.1,21.3,90,2.5,2.6,1,270,1,N 
10-12-2014,18,25.4,21.4,84,0,0.9,2,340,1,N 
11-12-2014,18,26.6,22.2,84,1.4,3.5,2,310,1,N 
12-12-2014,20,25,22.2,80,8888,5.2,2,290,0,N 
13-12-2014,20,23.9,21.4,89,3.7,0.4,2,160,0,N 
14-12-2014,19,25.8,21.7,87,0,,2,250,0,N 
15-12-2014,20,26.4,22.8,84,8888,4,3,340,0,N 
16-12-2014,20,24.4,21.9,89,8888,3,3,320,0,N 
17-12-2014,18,27.6,22.4,84,3.3,2.9,2,250,0,N 
18-12-2014,20,27.6,22.5,85,8888,,3,320,0,N 
19-12-2014,19,26.3,21.4,90,7.8,1.6,2,330,1,N 
20-12-2014,19,24.8,20.7,93,75.2,2.2,4,290,0,N 
21-12-2014,,26.6,,,15.5,2.9,2,320,0,N 
22-12-2014,20,24.4,20.9,95,91.5,3.2,1,280,0,N 
23-12-2014,19,,21.5,88,52,,3,310,1,N 
24-12-2014,19,27.9,21.1,87,26.7,4.6,2,330,0,N 
25-12-2014,19,25.8,21.7,90,33.5,4.7,3,300,0,N 
26-12-2014,20,26.9,21.4,91,6.9,2.7,3,360,0,N 
27-12-2014,20,,,,109.9,2.2,2,330,0,N 
28-12-2014,,,,,,,,,,
29-12-2014,19,26.6,22,83,4.9,0,2,280,0,N 
30-12-2014,19,,,,8888,2.7,2,210,0,N 
31-12-2014,20,,20.3,94,1.5,0.9,5,330,1,N 
01-01-2015,18,24.9,20.8,88,6.2,0.2,3,320,1,N 
02-01-2015,18,24.4,21.2,87,4,0.1,2,300,0,N 
03-01-2015,,22.6,20,93,0.8,,1,280,0,N 
04-01-2015,19,21.7,19.6,94,13.2,0.2,2,310,1,N 
05-01-2015,19,27,21.5,85,25.2,0,3,330,1,N 
06-01-2015,19,24.6,20.6,86,0,3.8,2,320,0,N 
07-01-2015,18,25.7,21,90,2.8,1.9,2,160,0,N 
08-01-2015,19,27.4,22.4,79,7.8,3.5,2,280,1,SW
09-01-2015,20,26.2,21.6,83,8888,5.3,3,270,1,W 
10-01-2015,19,26.2,,,0.1,,2,250,1,N 
11-01-2015,18,25.2,21.2,82,,3.2,2,210,0,N 
12-01-2015,18,23.8,20.5,92,0.4,4.2,0,0,0,N 
13-01-2015,19,24.2,20.7,92,5.5,3.5,2,340,0,N 
14-01-2015,18,27.6,20.5,90,24.5,1,2,320,0,N 
15-01-2015,19,25.6,21.8,85,11.5,1.1,2,290,0,N 
16-01-2015,18,,20.2,91,3,,2,200,0,N 
17-01-2015,19,23.3,20.4,92,9.3,1.8,2,180,0,N 
18-01-2015,,,,,,,,,,
19-01-2015,19,21.4,19.4,97,1.8,0,2,330,0,N 
20-01-2015,18,,19.5,94,6.8,0,2,310,0,N 
21-01-2015,,,,,,,,,,
22-01-2015,18,,19.5,98,41.5,,3,340,1,N 
23-01-2015,18,21.5,19.2,96,32.8,0.7,1,220,0,N 
24-01-2015,18,23.8,19.8,95,0.5,0,2,320,0,N 
25-01-2015,18,,20.2,93,22.7,0.6,2,20,0,N 
26-01-2015,18,22.8,20.1,93,10.4,1.6,2,340,0,N 
27-01-2015,18,,,,4.8,1.9,2,340,0,N 
28-01-2015,18,24.8,20.5,92,5,0.7,3,300,1,N 
29-01-2015,18,26.2,20.9,88,36.2,3.4,2,320,1,N 
30-01-2015,18,,,,0.4,5.1,2,20,0,N 
31-01-2015,,23.2,20.1,95,7,,2,310,0,N 
01-02-2015,,,,,,,,,,
02-02-2015,18,,,,36.8,,2,330,0,N 
03-02-2015,19,,,,0,0.5,2,10,0,N 
04-02-2015,18,,,,13.7,0.2,2,310,1,NW
05-02-2015,,,,,36,0,3,330,1,NW
06-02-2015,19,,,,2.8,1.6,3,320,0,N 
07-02-2015,18,,,,25.3,0,0,270,0,N 
08-02-2015,19,,,,8.2,2,1,330,0,N 
09-02-2015,19,20.2,19.4,98,37,1.3,1,320,0,N 
10-02-2015,18,,,,38.6,0,2,330,0,N 
11-02-2015,18,22.4,19,98,4.9,0.6,2,350,0,N 
12-02-2015,18,23.2,19.8,95,1.7,0,3,320,1,N 
13-02-2015,,,,,,,,,,
14-02-2015,,,,,18,,1,350,0,N 
15-02-2015,18,,,,0,4,2,280,1,NW
16-02-2015,18,25.5,20.3,93,7,4.2,2,340,0,N 
17-02-2015,,,,,3.6,,1,260,0,N 
18-02-2015,19,,,,9.1,1.8,3,310,0,N 
19-02-2015,19,,,,71.8,2.2,2,320,0,N 
20-02-2015,19,25.2,,,13,0,2,320,0,N 
21-02-2015,18,27.8,22.4,68,0,2,2,10,0,N 
22-02-2015,,,,,,,,,,
23-02-2015,,,,,,,,,,
24-02-2015,19,26.6,22.4,79,2.7,3.4,1,340,0,N 
25-02-2015,18,27.4,21.9,80,0,7.1,2,320,0,N 
26-02-2015,,27.4,,,0.7,,3,330,1,N 
27-02-2015,19,26.1,21,89,0,4.7,3,80,0,N 
28-02-2015,20,,,,14.5,2.3,3,340,1,N 
01-03-2015,19,23.8,20.5,93,52,1,3,340,0,N 
02-03-2015,18,23.9,19.7,94,10.6,2.1,4,330,1,N 
03-03-2015,19,24.2,,,31.1,2.9,2,310,1,N 
04-03-2015,18,,,,2.2,1.1,3,330,1,N 
05-03-2015,19,24.2,20.7,87,0,1.1,2,310,0,N 
06-03-2015,19,26.2,21.7,84,2.4,1.3,2,300,0,N 
07-03-2015,,,,,,,,,,
08-03-2015,19,21.3,19.9,91,0.1,0.3,2,240,0,N 
09-03-2015,18,24.9,20.8,84,15.9,0,2,300,0,N 
10-03-2015,18,25.8,20.8,87,6.2,4.2,3,240,1,N 
11-03-2015,18,,,,0.8,4,3,320,0,N 
12-03-2015,19,23.8,,,18.8,,3,290,1,W 
13-03-2015,19,,20.9,91,2.4,3,2,310,0,N 
14-03-2015,19,24.8,20.8,90,4.8,2.7,3,340,1,N 
15-03-2015,,,,,,,,,,
16-03-2015,,,,,,,,,,
17-03-2015,18,27.8,21.7,82,0,6.2,1,290,0,N 
18-03-2015,19,26.2,21.6,86,0,7.8,1,310,0,N 
19-03-2015,19,26.3,21.2,91,10.9,4,3,330,0,N 
20-03-2015,19,26,21.8,85,67.8,3.6,2,330,0,N 
21-03-2015,19,,,,5,0.8,1,290,0,N 
22-03-2015,,,,,,,,,,
23-03-2015,18,,21.3,84,37,4.5,3,260,0,N 
24-03-2015,19,25,20.7,92,,,2,290,0,N 
25-03-2015,18,,,,5.9,2.5,3,320,1,N 
26-03-2015,19,25,,,17.6,4.1,3,320,0,N 
27-03-2015,18,,21.7,87,6.5,2.7,4,330,1,N 
28-03-2015,18,26.9,21.6,85,0.8,6.8,2,240,0,N 
29-03-2015,19,,,,1.2,6,2,360,0,N 
30-03-2015,,,,,,,,,,
31-03-2015,19,25.6,21.4,93,35.7,3.3,2,320,0,N 
01-04-2015,19,26.2,21.8,94,32,4.5,2,320,1,N 
02-04-2015,20,25.8,21.6,92,2.2,4,2,330,0,N 
03-04-2015,19,26.2,21.6,91,11.5,0.6,2,280,0,N 
04-04-2015,20,26,21,89,2.6,2.7,1,40,0,N 
05-04-2015,18,25.6,21.3,91,13.7,2.1,4,160,1,N 
06-04-2015,18,28,22.3,85,0,4.7,3,50,1,N 
07-04-2015,19,26.4,22,83,1.7,,2,50,0,N 
08-04-2015,19,26.2,22.2,85,8888,4,2,340,0,N 
09-04-2015,19,26.8,21.7,90,1.3,5.5,5,340,1,N 
10-04-2015,19,28.5,22.6,85,0.3,5.2,2,340,0,N 
11-04-2015,19,27.5,22.7,85,0,7.6,1,340,0,N 
12-04-2015,19,25.2,21.1,91,14.4,4.2,2,330,0,N 
13-04-2015,,,,,,,,,,
14-04-2015,19,26.2,20.7,90,8888,0.6,2,320,0,N 
15-04-2015,18,25.2,20.4,93,20.9,2.1,2,300,0,N 
16-04-2015,19,27.4,22.2,89,11.9,,2,290,0,N 
17-04-2015,20,27.6,21.7,91,1.1,3.4,3,310,0,N 
18-04-2015,,,,,,,,,,
19-04-2015,,,,,,,,,,
20-04-2015,19,,,,1,,3,340,0,N 
21-04-2015,19,,,,11,4,1,340,1,N 
22-04-2015,,,,,,,,,,
23-04-2015,19,26.4,22,84,45.1,4.7,3,310,0,N 
24-04-2015,19,,20.5,93,0.3,,3,310,0,N 
25-04-2015,,,,,,,,,,
26-04-2015,,,,,,,,,,
27-04-2015,20,26.2,20.9,89,18.1,5.8,4,320,1,W 
28-04-2015,19,22.6,22.7,82,7.2,3.2,3,300,1,N 
29-04-2015,18,27.2,22,91,,5.6,1,300,0,N 
30-04-2015,19,27.8,22,83,8888,5.2,2,300,0,N 
01-05-2015,19,26,21.2,87,0,0.5,2,310,0,N 
02-05-2015,19,25.8,21.6,87,12,2.8,2,270,0,N 
03-05-2015,19,23.8,20.3,93,1.7,0.7,1,250,0,N 
04-05-2015,19,26.4,21,88,44,,2,300,0,N 
05-05-2015,18,25,20,90,2.9,2.4,2,330,0,N 
06-05-2015,18,26.4,21.7,86,42,2.9,3,310,1,N 
07-05-2015,18,25.2,21.9,89,25.4,4.5,1,330,0,N 
08-05-2015,19,25.1,21.5,90,0.1,2.8,2,310,0,N 
09-05-2015,19,,,,0.9,3.1,2,340,0,N 
10-05-2015,19,24.2,21.8,85,8888,5.5,3,60,0,N 
11-05-2015,19,26.4,21.6,80,,1.6,3,70,0,N 
12-05-2015,19,27.4,,,,4.7,0,60,0,N 
13-05-2015,18,,,,0,5.3,0,330,0,N 
14-05-2015,19,27,,,10.9,,2,340,0,N 
15-05-2015,19,,,,2,3.8,1,330,0,N 
16-05-2015,20,26.4,22.1,89,4.2,2,2,290,0,N 
17-05-2015,19,26,,,1.7,5.6,3,260,0,N 
18-05-2015,18,27.2,21.9,87,0.1,3.9,2,280,0,N 
19-05-2015,18,25.9,21.7,87,0,6.7,2,270,0,N 
20-05-2015,18,27.4,22.1,79,0,,2,320,0,N 
21-05-2015,19,27.2,21.2,80,0,7.8,2,320,0,N 
22-05-2015,,,,,,,,,,
23-05-2015,17,27.2,21.6,,0,,1,290,0,N 
24-05-2015,,,,,,,,,,
25-05-2015,,,,,,,,,,
26-05-2015,18,25.8,,,0,,2,300,0,N 
27-05-2015,19,,,,0.1,3.7,0,290,0,N 
28-05-2015,,,,,,,,,,
29-05-2015,,,,,,,,,,
30-05-2015,,,,,,,,,,
31-05-2015,18,28,22,82,0,,1,320,0,N 
01-06-2015,19,25.3,21.3,86,0,8.8,1,340,0,N 
02-06-2015,20,27.3,22.1,86,7,2.1,1,210,0,N 
03-06-2015,19,27.4,22.3,87,0.3,6.1,2,90,0,N 
04-06-2015,19,28.6,,,0,5.3,3,50,1,N 
05-06-2015,,,,,,,,,,
06-06-2015,18,,,,0,,1,45,0,N 
07-06-2015,18,26.6,22.1,88,8888,6.5,2,330,0,N 
08-06-2015,19,26.8,22.5,86,5.7,4,3,60,1,N 
09-06-2015,20,24.6,20.9,92,8888,4.8,3,170,0,N 
10-06-2015,19,,,,1.8,1,3,320,0,N 
11-06-2015,19,26.2,,,0,,2,330,0,N 
12-06-2015,,,,,,,,,,
13-06-2015,18,26.8,21.6,80,,7.5,2,315,0,N 
14-06-2015,,,,,,,,,,
15-06-2015,,,,,,,,,,
16-06-2015,16,27,21.2,,,,2,240,0,N 
17-06-2015,17,25.8,20.9,82,0,9.3,2,300,0,N 
18-06-2015,17,27.6,21.2,,0,,2,290,0,N 
19-06-2015,17,27.3,22.5,80,,6.8,1,310,0,N 
20-06-2015,,,,,,,,,,
21-06-2015,18,,22.2,78,0,7.3,3,280,0,N 
22-06-2015,19,27.2,22.1,79,0,7.7,2,300,0,N 
23-06-2015,,,,,,,,,,
24-06-2015,18,,,,0,8.3,0,0,0,N 
25-06-2015,17,27,20.8,81,0,8.5,2,160,0,N 
26-06-2015,,,,,,,,,,
27-06-2015,,,,,,,,,,
28-06-2015,18,27.3,21.7,80,0,,2,300,0,N 
29-06-2015,,27.2,,,,8.6,2,310,0,N 
30-06-2015,,,,,,,,,,
01-09-2015,17,27.6,20.6,76,0,7.2,3,340,0,N 
02-09-2015,16,29,21.3,75,0,7.7,4,50,2,N 
03-09-2015,17,29.6,,,,9.8,3,30,1,N 
04-09-2015,16,28,21.4,77,,9.8,3,310,1,N 
05-09-2015,17,,,,,7,0,0,0,N 
06-09-2015,16,27.4,,,,,2,300,1,N 
07-09-2015,,,,,,,,,,
08-09-2015,17,,,,0,9.1,5,300,1,N 
09-09-2015,18,26.7,21.6,81,0,6.5,3,290,1,W 
10-09-2015,,,,,,,,,,
11-09-2015,16,27.8,,,0,5.4,2,270,0,N 
12-09-2015,18,,,,0,8,3,270,1,N 
13-09-2015,16,28.6,,,,6.7,2,280,1,N 
14-09-2015,16,27.8,21.9,74,,7.8,3,260,0,N 
15-09-2015,,,,,,,,,,
16-09-2015,,,,,,,,,,
17-09-2015,18,27.4,22.1,77,0,8.3,3,300,1,N 
18-09-2015,,,,,,,,,,
19-09-2015,,29,,,,,3,40,0,N 
20-09-2015,17,,,,0,9.4,3,160,1,N 
21-09-2015,18,28.6,21.8,76,0,6.6,3,310,1,N 
22-09-2015,18,,,,8.4,6,2,310,1,NW
23-09-2015,18,29,21.8,69,0,7.6,3,100,1,N 
24-09-2015,,,,,8888,,3,350,0,N 
25-09-2015,18,,,,0,8.6,2,310,1,N 
26-09-2015,17,,21.7,,8.8,5.2,3,290,0,N 
27-09-2015,18,27.7,21.9,80,0,5,2,260,1,W 
28-09-2015,18,26.6,21.2,88,0,7,3,260,1,N 
29-09-2015,18,26.8,21.8,83,1.6,4.3,2,140,0,N 
30-09-2015,,,,,,,,,,
01-10-2015,18,27.2,22.5,69,0,5.3,2,330,0,N 
02-10-2015,18,,,,0,4.1,2,290,1,NW
03-10-2015,18,,,,1.3,3.1,5,60,1,NE
04-10-2015,,,,,,,,,,
05-10-2015,18,27.6,,,,5.8,1,130,0,N 
06-10-2015,18,,,,0.9,5.9,1,360,0,N 
07-10-2015,18,,,,0,6.9,3,250,1,N 
08-10-2015,17,25.7,20.9,82,11,4.5,2,240,0,N 
09-10-2015,17,,,,22.5,2.7,3,320,1,N 
10-10-2015,18,27.6,21.4,79,1,4,2,360,1,N 
11-10-2015,18,27.6,22.2,75,8888,5,3,60,1,N 
12-10-2015,18,28.2,22.3,71,0,6.4,3,10,1,N 
13-10-2015,,,21.7,82,8888,,2,350,0,N 
14-10-2015,18,27.2,21.6,,12.5,6.6,3,120,1,S 
15-10-2015,17,26.8,21.6,73,8888,5.6,2,60,1,N 
16-10-2015,18,26.2,21.4,81,0,6.9,3,330,1,W 
17-10-2015,17,29.8,22.8,68,0,4.2,4,360,1,N 
18-10-2015,18,29,23.3,65,0,9.3,4,310,1,N 
19-10-2015,18,,,,0,,2,310,0,N 
20-10-2015,18,28.2,,,0,5.6,3,310,1,N 
21-10-2015,17,27.8,,,0,6.1,3,310,0,N 
22-10-2015,19,28.4,22.4,70,,6.3,4,30,1,N 
23-10-2015,18,28.2,22.9,66,,6.4,4,7,1,N 
24-10-2015,,,,,,,,,,
25-10-2015,18,29.8,,,0,8.2,2,310,1,N 
26-10-2015,18,29.4,,,0,,2,150,1,N 
27-10-2015,19,29.6,23.3,72,0,6.8,3,140,1,N 
28-10-2015,18,30.1,23.7,68,0,7.2,4,330,1,N 
29-10-2015,18,,,,,5.3,2,100,0,N 
30-10-2015,19,,,,8888,7.4,3,260,1,N 
31-10-2015,,,,,0.9,,2,330,0,N 
01-11-2015,19,,22.1,83,0,7.6,2,210,1,N 
02-11-2015,18,27.2,22.3,,11.7,4.7,2,280,1,N 
03-11-2015,20,26.3,22.2,89,1.7,5.7,3,320,1,N 
04-11-2015,,,,,,,,,,
05-11-2015,19,,,,8888,3.7,4,330,2,N 
06-11-2015,19,25.9,22.5,84,3.9,3.2,4,320,1,N 
07-11-2015,21,24.2,20.8,91,,3,2,280,0,N 
08-11-2015,19,25.6,20.2,92,13.7,2,3,280,1,N 
09-11-2015,18,25.6,20.4,91,50,,3,280,0,N 
10-11-2015,19,25.6,21.5,88,31.2,3.2,2,290,0,N 
11-11-2015,19,25.8,21.4,,17.1,3.6,3,270,1,N 
12-11-2015,19,26.7,21.7,88,12,3.5,2,300,1,W 
13-11-2015,,,,,,,,,,
14-11-2015,18,33.3,23.5,76,63.7,,4,60,1,N 
15-11-2015,19,27.6,21.8,86,8888,7.9,2,290,1,N 
16-11-2015,20,25.7,21.2,93,31.9,6.6,0,170,0,N 
17-11-2015,19,25.5,22.2,89,86.6,2,2,340,0,N 
18-11-2015,,27.2,22.6,84,3.2,,2,340,1,N 
19-11-2015,20,26,,,5.6,5.6,4,45,0,N 
20-11-2015,19,,,,5,3.9,2,350,0,N 
21-11-2015,20,25.4,21.9,90,6,5.3,3,330,1,NW
22-11-2015,19,25.8,21.9,86,0.3,1.8,3,60,1,N 
23-11-2015,20,29.2,23.6,76,30.8,5.5,4,10,1,N 
24-11-2015,19,26.4,22,87,8888,8,2,290,1,N 
25-11-2015,21,26.1,21.6,85,44.6,4.5,3,10,1,N 
26-11-2015,19,26.8,21.1,,26.5,,4,330,1,N 
27-11-2015,,,,,,,,,,
28-11-2015,,,,,,,,,,
29-11-2015,20,25,22.4,88,10.1,7.6,2,360,0,N 
30-11-2015,19,27.3,22.7,86,2.1,0,3,350,1,N 
01-12-2015,20,26,22,89,3.2,5.1,3,330,0,N 
02-12-2015,20,,,,9.6,3.8,3,280,1,N 
03-12-2015,20,26.6,22.4,88,6.3,6,4,30,1,W 
04-12-2015,20,25.7,21.6,88,,5.5,2,320,0,N 
05-12-2015,,24.6,21.4,92,3.1,,2,330,0,N 
06-12-2015,19,27.6,,,13,,2,130,0,N 
07-12-2015,19,25.3,,,15.9,2.6,2,320,0,N 
08-12-2015,19,,,,44.1,2.7,3,330,1,N 
09-12-2015,19,26.6,21.8,88,16.5,0.2,2,320,1,N 
10-12-2015,19,27.2,22.3,85,39,4.7,2,310,0,N 
11-12-2015,19,,21.3,91,9.1,4.8,2,330,0,N 
12-12-2015,20,24.3,20.9,95,33.4,1.1,1,240,0,N 
13-12-2015,20,25,21.5,93,24.5,0,2,20,0,N 
14-12-2015,,23.8,20.5,94,7.3,,3,280,0,N 
15-12-2015,19,25,,,11.8,,3,310,0,N 
16-12-2015,,,,,,,,,,
17-12-2015,18,21.2,19.8,94,42.8,0,2,360,0,N 
18-12-2015,18,24.3,20.3,88,3.2,0,3,340,0,N 
19-12-2015,19,22.7,20.7,96,16,0.7,3,340,0,N 
20-12-2015,19,22.6,20.3,94,2.8,0.3,2,310,1,N 
21-12-2015,,21.5,19.7,92,39.9,,2,300,1,N 
22-12-2015,19,,,,13.2,0,3,290,1,S 
23-12-2015,18,27,21.9,79,0,3.6,2,330,1,N 
24-12-2015,,,,,,,,,,
25-12-2015,,,,,,,,,,
26-12-2015,19,26.2,22.4,88,,,2,330,1,N 
27-12-2015,,,,,,,,,,
